Date List Produced,Record Obsolescence Date,Source,COMPANY NAME,ADDRESS,CITY,STATE,ZIP CODE,MAILING CARRIER ROUTE,MAILING DELIVERY POINT BAR CODE,LOCATION ADDRESS,LOCATION ADDRESS CITY,LOCATION ADDRESS STATE,LOCATION ADDRESS ZIP,LOCATION ADDRESS DELIVERY POINT BAR CODE,LOCATION ADDRESS CARRIER ROUTE,COUNTY,PRIMARY SIC,PRIMARY SIC DESCRIPTION,SECONDARY SIC #1,SECONDARY SIC DESCRIPTION #1,SECONDARY SIC #2,SECONDARY SIC DESCRIPTION #2,METRO AREA,DATA AXLE USA ID,LAST NAME,FIRST NAME,CONTACT TITLE,CONTACT PROF TITLE,CONTACT GENDER
Sep 14 2021,Mar 14 2022,Data Axle,Happy Tooth Dental,130 N Addison Ave,Elmhurst,IL,60126-2810,C070,301,130 N Addison Ave,Elmhurst,IL,60126-2810,301,C070,Du Page,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",577155666,Tomesk,Amanda,MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Harbor Hills Dental,1410 E Algonquin Rd,Algonquin,IL,60102-4290,C010,105,1410 E Algonquin Rd,Algonquin,IL,60102-4290,105,C010,Mc Henry,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",413768821,Corrao,Alicia,MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Harborwoods Dental,950 Green Bay Rd # 203,Winnetka,IL,60093-1749,C009,533,950 Green Bay Rd # 203,Winnetka,IL,60093-1749,533,C009,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",149953242,Lundell,Mark,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Hare Orthodontics,15419 E 127th St,Lemont,IL,60439-6494,R026,997,15419 E 127th St,Lemont,IL,60439-6494,997,R026,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",718651817,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Harlem Dental LTD,13643 S Janas Pkwy,Homer Glen,IL,60491-9495,R005,436,13643 S Janas Pkwy,Homer Glen,IL,60491-9495,436,R005,Will,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",707490990,Leonard,Patrick F,OTHER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Harlem Impact Ctr,4740 N Harlem Ave,Harwood Heights,IL,60706-4607,C024,400,4740 N Harlem Ave,Harwood Heights,IL,60706-4607,400,C024,Cook,802104,Cosmetic Dentistry,802104,Cosmetic Dentistry,802101,Dentists,"Chicago-Npvl, IL",734396007,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Harmony Family Dental,4909 W Division St # 409,Chicago,IL,60651-3126,C043,91,4909 W Division St # 409,Chicago,IL,60651-3126,91,C043,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",749340040,Codjoe,Marteki A,,DMD,
Sep 14 2021,Mar 14 2022,Data Axle,Harnois & Chirban,911 N Elm St # 230,Hinsdale,IL,60521-3684,C038,555,911 N Elm St # 230,Hinsdale,IL,60521-3684,555,C038,Du Page,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",462637505,Curtis,Nancy,OFFICE MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Harry J Kiriluk DDS LTD,1622 E Algonquin Rd # C,Schaumburg,IL,60173-4156,C002,755,1622 E Algonquin Rd # C,Schaumburg,IL,60173-4156,755,C002,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",748688909,Kiriluk,Harry J,PRESIDENT,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Hart Dental,728 W Northwest Hwy,Barrington,IL,60010-2640,C029,281,728 W Northwest Hwy,Barrington,IL,60010-2640,281,C029,Lake,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",742637220,Iwaszczyszyn,Agnieszka,PRESIDENT,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Harvest Plaza Dental Pllc,929 W Wise Rd,Schaumburg,IL,60193-3821,C005,296,929 W Wise Rd,Schaumburg,IL,60193-3821,296,C005,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",757326744,Stites,Robert C,OPERATIONS,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Harvey Dental Assoc,163 E 154th St # 1,Harvey,IL,60426-3374,C004,636,163 E 154th St # 1,Harvey,IL,60426-3374,636,C004,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",150434454,Johnson,Kenneth,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Ahmad Hasan DDS,3320 Chicago Rd,S Chicago Hts,IL,60411-5423,C045,202,3320 Chicago Rd,S Chicago Hts,IL,60411-5423,202,C045,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",750518964,Hasan,Ahmad,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Douglas R Hasegawa DDS,3347 Dempster St,Skokie,IL,60076-2411,C048,472,3347 Dempster St,Skokie,IL,60076-2411,472,C048,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",312298375,Hasegawa,Douglas R,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Haselhorst Joseph A DDS,507 S Main St,Naperville,IL,60540-6510,C040,76,507 S Main St,Naperville,IL,60540-6510,76,C040,Du Page,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",613942036,Haselhorst,Joseph A,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Stephen Hashioka DDS,1452 W Balmoral Ave # 1w,Chicago,IL,60640-1202,C030,522,1452 W Balmoral Ave # 1w,Chicago,IL,60640-1202,522,C030,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",150857332,Hashioka,Stephen,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Peter S Hasiakos DDS,475 W 55th St # 110,Countryside,IL,60525-3565,C076,355,475 W 55th St # 110,Countryside,IL,60525-3565,355,C076,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",858886633,Hasiakos,Peter S,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Hasken James A DDS-Healthy,4302 W Crystal Lake Rd # J,Mchenry,IL,60050-4248,C003,821,4302 W Crystal Lake Rd # J,Mchenry,IL,60050-4248,821,C003,Mc Henry,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",149775827,Hasken,James A,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Daniel F Haskins DDS,10022 S Kedzie Ave,Evergreen Park,IL,60805-3420,C015,228,10022 S Kedzie Ave,Evergreen Park,IL,60805-3420,228,C015,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",709006024,Haskins,Daniel F,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Agatha E Hason DDS,3341 Ridge Rd,Lansing,IL,60438-3122,C002,993,3341 Ridge Rd,Lansing,IL,60438-3122,993,C002,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",461023467,Hason,Agatha E,,DDS,Female
Sep 14 2021,Mar 14 2022,Data Axle,Hassan Azarpira DDS LTD,PO Box 23020,Chicago,IL,60623-0020,B001,209,2709 S Pulaski Rd,Chicago,IL,60623-4412,93,C042,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",726229579,Azarpira,Hassan,PRESIDENT,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Joshua M Hassan DMD,310 S Greenleaf St,Gurnee,IL,60031-5708,C008,992,310 S Greenleaf St,Gurnee,IL,60031-5708,992,C008,Lake,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",749544022,Hassan,Joshua M,,DMD,Male
Sep 14 2021,Mar 14 2022,Data Axle,Syed K Hassan DDS,13442 Cicero Ave,Crestwood,IL,60418-1430,C019,427,13442 Cicero Ave,Crestwood,IL,60418-1430,427,C019,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",743484760,Hassan,Syed K,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Hauff Dental Group LTD,1200 Shermer Rd # 314,Northbrook,IL,60062-4565,C015,899,1200 Shermer Rd # 314,Northbrook,IL,60062-4565,899,C015,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",567257597,Peterson,Jan,MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Haupers Family Dental LTD,4361 Wilson Ave,Rolling Meadows,IL,60008-2017,C010,619,147 E Palatine Rd,Palatine,IL,60067-5109,475,C018,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",435655336,Haupers,Mary,PRESIDENT,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Hawthorn Dental Assoc,1220 E US Highway 45 # 200,Vernon Hills,IL,60061-1539,R007,207,1220 E US Highway 45 # 200,Vernon Hills,IL,60061-1539,207,R007,Lake,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",738933904,Kugel,Maureen,MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Hawthorn Woods Family Dental,60 Landover Pkwy # A,Hawthorn Woods,IL,60047-7513,R011,737,60 Landover Pkwy # A,Hawthorn Woods,IL,60047-7513,737,R011,Lake,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",658544804,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Hayward & Team Orthodontics,133 Park Ave,Barrington,IL,60010-4378,C010,993,133 Park Ave,Barrington,IL,60010-4378,993,C010,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",688296094,Teeple,Lori,MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Hayward & Team Orthodontics,600 N North Ct # 220,Palatine,IL,60067-8178,C022,700,600 N North Ct # 220,Palatine,IL,60067-8178,700,C022,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",658559208,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Head & Neck Pain Ctr,111 N Wabash Ave # 2011,Chicago,IL,60602-2948,C005,111,111 N Wabash Ave # 2011,Chicago,IL,60602-2948,111,C005,Cook,802101,Dentists,802101,Dentists,801101,Physicians & Surgeons,"Chicago-Npvl, IL",269575171,Oquendo,Monica,OFFICE MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Head Orthodontics,420 Pennsylvania Ave #202,Glen Ellyn,IL,60137-4448,C001,52,420 Pennsylvania Ave #202,Glen Ellyn,IL,60137-4448,52,C001,Du Page,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",709000497,Head,Douglas,OTHER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Health & Happiness,4235 W 95th St,Oak Lawn,IL,60453-2623,C053,351,4235 W 95th St,Oak Lawn,IL,60453-2623,351,C053,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",554895748,Harris,Sandy,MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Health First Wellness Ctr Inc,1037 E Woodfield Rd,Schaumburg,IL,60173-4706,C032,376,1037 E Woodfield Rd,Schaumburg,IL,60173-4706,376,C032,Cook,802101,Dentists,802101,Dentists,801101,Physicians & Surgeons,"Chicago-Npvl, IL",409291023,Elahi,Naveed,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Health Pro Physician Sc,4949 Euclid Ave,Palatine,IL,60067-7212,C023,991,4949 Euclid Ave,Palatine,IL,60067-7212,991,C023,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",753040564,Peterson,David R,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Healthful Alternative PC,4801 W Peterson Ave # 502,Chicago,IL,60646-5795,C059,273,4801 W Peterson Ave # 502,Chicago,IL,60646-5795,273,C059,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",417333721,Schaefer,Marianne,,DDS,Female
Sep 14 2021,Mar 14 2022,Data Axle,Healthsouth Select Med Corp,939 W North Ave # 890,Chicago,IL,60642-8683,C041,151,939 W North Ave # 890,Chicago,IL,60642-8683,151,C041,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",438404703,Kulenkamp,Nipa S,,DMD,Female
Sep 14 2021,Mar 14 2022,Data Axle,Healthy Dental Ctr,8901 Golf Rd # 202,Des Plaines,IL,60016-4028,C051,526,8901 Golf Rd # 202,Des Plaines,IL,60016-4028,526,C051,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",698843158,Cho,Clara,OFFICE MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Healthy Smile Dental,1920 87th St #B,Woodridge,IL,60517-7679,C079,74,1920 87th St #B,Woodridge,IL,60517-7679,74,C079,Du Page,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",434227284,Baek,David,OTHER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Healthy Smiles Dental Care,906 E Irving Park Rd Lowr 1,Streamwood,IL,60107-3100,C015,1,906 E Irving Park Rd Lowr 1,Streamwood,IL,60107-3100,1,C015,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",236719043,Romano,Giusto,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Healthy Smiles Inc,2005 W Addison St,Chicago,IL,60618-6101,C007,56,2005 W Addison St,Chicago,IL,60618-6101,56,C007,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",569108947,Adomaitis,Debra,OFFICE MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Healthy Smiles Of LA Grange,1400 W 47th St # 7,La Grange,IL,60525-6148,C042,76,1400 W 47th St # 7,La Grange,IL,60525-6148,76,C042,Cook,802101,Dentists,802101,Dentists,801104,Clinics,"Chicago-Npvl, IL",712133190,Qureshi,Isaac A,OPERATIONS,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Healthy Teeth Beautiful Smile,9035 S Western Ave,Chicago,IL,60643-6433,C063,357,9035 S Western Ave,Chicago,IL,60643-6433,357,C063,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",483492773,Smith,Loretta A,,DDS,Female
Sep 14 2021,Mar 14 2022,Data Axle,Healthy Tooth Dental,715 Lake St #300,Oak Park,IL,60301-1412,C035,75,715 Lake St #300,Oak Park,IL,60301-1412,75,C035,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",719682536,Lopez,Edward D,PRESIDENT,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Daniel J Healy DDS,8700 W 95th St # 1,Hickory Hills,IL,60457-2727,C081,19,8700 W 95th St # 1,Hickory Hills,IL,60457-2727,19,C081,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",937892776,Healy,Daniel J,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Heaney Stephen M DDS,64 Orland Square Dr # 216,Orland Park,IL,60462-6544,C009,661,64 Orland Square Dr # 216,Orland Park,IL,60462-6544,661,C009,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",458577863,Heaney,Stephen M,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Heartland,6631 Grand Ave # 1,Gurnee,IL,60031-5284,C002,10,6631 Grand Ave # 1,Gurnee,IL,60031-5284,10,C002,Lake,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",436286594,Singh,Rajpaul,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Heartland Dental,450 S Weber Rd,Romeoville,IL,60446-6570,R022,507,450 S Weber Rd,Romeoville,IL,60446-6570,507,R022,Will,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",726967000,Deselm,Ellie,OFFICE MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Alan J Heath DDS,21237 S LA Grange Rd # 4,Frankfort,IL,60423-2047,C001,48,21237 S LA Grange Rd # 4,Frankfort,IL,60423-2047,48,C001,Will,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",150422954,Heath,Alan J,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Erin Ilyse Heffez DDS,1893 Sheridan Rd # 318,Highland Park,IL,60035-2646,C001,936,1893 Sheridan Rd # 318,Highland Park,IL,60035-2646,936,C001,Lake,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",737309491,Heffez,Erin Ilyse,,DDS,Female
Sep 14 2021,Mar 14 2022,Data Axle,Heights Dental,12500 S Harlem Ave # 1,Palos Heights,IL,60463-2057,C020,16,12500 S Harlem Ave # 1,Palos Heights,IL,60463-2057,16,C020,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",895408474,Siefferman,Stephen B,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,D L Heisley DDS,300 W 30th St,Chicago,IL,60616-2618,C043,4,300 W 30th St,Chicago,IL,60616-2618,4,C043,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",593013220,Heisley,D L,,DDS,Female
Sep 14 2021,Mar 14 2022,Data Axle,George F Hejna DDS,6026 W Cermak Rd,Cicero,IL,60804-2064,C021,992,6026 W Cermak Rd,Cicero,IL,60804-2064,992,C021,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",151678307,Hejna,George F,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Helen Joffe DDS,978 S Buffalo Grove Rd,Buffalo Grove,IL,60089-3703,C026,789,978 S Buffalo Grove Rd,Buffalo Grove,IL,60089-3703,789,C026,Cook,802101,Dentists,802101,Dentists,999966,Federal Government Contractors,"Chicago-Npvl, IL",254998628,Joffe,Alex,MANAGER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Helen Lo DDS,3311 Hobson Rd # A,Woodridge,IL,60517-1589,C082,738,3311 Hobson Rd # A,Woodridge,IL,60517-1589,738,C082,Du Page,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",516460086,Lo,Helen,,DDS,Female
Sep 14 2021,Mar 14 2022,Data Axle,Helene M Dolce & Assoc LTD,1900 Hollister Dr # 390,Libertyville,IL,60048-5247,C023,905,1900 Hollister Dr # 390,Libertyville,IL,60048-5247,905,C023,Lake,802106,Dental Surgeons,802106,Dental Surgeons,802101,Dentists,"Chicago-Npvl, IL",594685026,Mc Gowean,Glen,MANAGER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Yolanda Hendrix DDS,4751 N Kedzie Ave # 2,Chicago,IL,60625-4420,C024,515,4751 N Kedzie Ave # 2,Chicago,IL,60625-4420,515,C024,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",723202787,Hendrix,Yolanda,,DDS,Female
Sep 14 2021,Mar 14 2022,Data Axle,Henry Crown & Co,222 N LA Salle St # 200,Chicago,IL,60601-1114,C027,505,222 N LA Salle St # 200,Chicago,IL,60601-1114,505,C027,Cook,653118,Real Estate,807201,Laboratories-Dental,679801,Real Estate Investment Trusts,"Chicago-Npvl, IL",7518103,Crown,James S,CEO,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Amanda Henry DDS,260 E Congress Pkwy # C,Crystal Lake,IL,60014-6235,C003,751,260 E Congress Pkwy # C,Crystal Lake,IL,60014-6235,751,C003,Mc Henry,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",729204408,Henry,Amanda,,DDS,Female
Sep 14 2021,Mar 14 2022,Data Axle,L W Henselman DDS,1310 Shermer Rd # 200b,Northbrook,IL,60062-4579,C015,29,1310 Shermer Rd # 200b,Northbrook,IL,60062-4579,29,C015,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",149808164,Henselman,L W,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Heritage Dental,800 Main St # 2ll,Antioch,IL,60002-1542,C008,424,800 Main St # 2ll,Antioch,IL,60002-1542,424,C008,Lake,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",149573453,Jazdzewski,Kenneth,OTHER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Heritage Dental Ctr,7366 N Lincoln Ave # 103,Lincolnwood,IL,60712-1738,C071,285,7366 N Lincoln Ave # 103,Lincolnwood,IL,60712-1738,285,C071,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",236834669,Varga,Kristina,MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Heritage Labs,605 E Algonquin Rd # 180,Arlington Hts,IL,60005-4300,C063,309,605 E Algonquin Rd # 180,Arlington Hts,IL,60005-4300,309,C063,Cook,807201,Laboratories-Dental,807201,Laboratories-Dental,802101,Dentists,"Chicago-Npvl, IL",587056862,Mc Cormick,Bill,PRESIDENT,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Herman J Salzberg Dmd PC,512 N Plum Grove Rd,Palatine,IL,60067-3511,C062,993,512 N Plum Grove Rd,Palatine,IL,60067-3511,993,C062,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",748698910,Salzberg,Herman J,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Hermosa Dental Clinic,2004 N Pulaski Rd,Chicago,IL,60639-3767,C003,49,2004 N Pulaski Rd,Chicago,IL,60639-3767,49,C003,Cook,802101,Dentists,802101,Dentists,801104,Clinics,"Chicago-Npvl, IL",151641651,Leung,Ringo,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Brandon L Heroth DDS,8301 S Holland Rd # B,Chicago,IL,60620-1303,C004,748,8301 S Holland Rd # B,Chicago,IL,60620-1303,748,C004,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",746378121,Heroth,Brandon L,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,David J Herrmann DDS,2956 N Milwaukee Ave # 209,Chicago,IL,60618-7300,C056,595,2956 N Milwaukee Ave # 209,Chicago,IL,60618-7300,595,C056,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",151236445,Herrmann,David J,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Herron Family Dental Svc,7203 S Western Ave,Chicago,IL,60636-3653,C030,39,7203 S Western Ave,Chicago,IL,60636-3653,39,C030,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",417310075,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Stephen Hertzberg DDS,29 S Webster St # 102,Naperville,IL,60540-5353,C014,27,29 S Webster St # 102,Naperville,IL,60540-5353,27,C014,Du Page,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",150756476,Hertzberg,Stephen,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Herzberg Optical LLC,2853 E New York St # B,Aurora,IL,60502-9091,R007,747,2853 E New York St # B,Aurora,IL,60502-9091,747,R007,Du Page,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",753040327,Cho,Brian H,,DMD,Male
Sep 14 2021,Mar 14 2022,Data Axle,Hi Point,5104 Tollview Dr,Rolling Meadows,IL,60008-3712,C015,995,5104 Tollview Dr,Rolling Meadows,IL,60008-3712,995,C015,Cook,802101,Dentists,802101,Dentists,807201,Laboratories-Dental,"Chicago-Npvl, IL",426228236,Kang,John,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Hickory Creek Family Dentistry,561 E Lincoln Hwy,New Lenox,IL,60451-1909,C001,618,561 E Lincoln Hwy,New Lenox,IL,60451-1909,618,C001,Will,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",439813334,Bearden,Lindsay,OTHER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Hickory Dental,9525 S 79th Ave #3,Hickory Hills,IL,60457-2377,C105,3,9525 S 79th Ave #3,Hickory Hills,IL,60457-2377,3,C105,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",582785978,Haggart,Kathleen,OFFICE MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Hickory Hills Dental Ctr,8611 W 95th St,Hickory Hills,IL,60457-2704,C081,113,8611 W 95th St,Hickory Hills,IL,60457-2704,113,C081,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",400555425,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Hidden Lakes Dental Care,680 W Boughton Rd #100,Bolingbrook,IL,60440-2190,C017,25,680 W Boughton Rd #100,Bolingbrook,IL,60440-2190,25,C017,Will,802101,Dentists,802101,Dentists,999966,Federal Government Contractors,"Chicago-Npvl, IL",998713531,Prichard,Corrinne,OFFICE MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,Higgins Dental Group,6917 W Higgins Ave,Chicago,IL,60656-2011,C010,175,6917 W Higgins Ave,Chicago,IL,60656-2011,175,C010,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",975696824,Goldstien,Martin,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Higgins Family Dental,7134 W Higgins Ave,Chicago,IL,60656-1974,C027,349,7134 W Higgins Ave,Chicago,IL,60656-1974,349,C027,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",715123280,Acierno,Alan J,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,High Point Dental Group,46 S Weber Rd,Romeoville,IL,60446-4947,R022,466,46 S Weber Rd,Romeoville,IL,60446-4947,466,R022,Will,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",373080019,Paros,Angela,OWNER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,High Point Dentistry,1350 E Chicago St # 4,Elgin,IL,60120-4724,C034,40,1350 E Chicago St # 4,Elgin,IL,60120-4724,40,C034,Cook,802101,Dentists,802101,Dentists,802104,Cosmetic Dentistry,"Chicago-Npvl, IL",717129845,Vu,Kong,OWNER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,High Point Dentistry Palatine,1590 N Rand Rd # A,Palatine,IL,60074-8510,C111,739,1590 N Rand Rd # A,Palatine,IL,60074-8510,739,C111,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",746385479,Aguinaga,Felicia,MANAGER,,Female
Sep 14 2021,Mar 14 2022,Data Axle,High Point Dentistry Schmbrg,2505 W Schaumburg Rd,Schaumburg,IL,60194-3887,C041,59,2505 W Schaumburg Rd,Schaumburg,IL,60194-3887,59,C041,Cook,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",745825061,Kong,Vu,MANAGER,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Highland Park Dental,806 Central Ave # 201,Highland Park,IL,60035-5613,C009,515,806 Central Ave # 201,Highland Park,IL,60035-5613,515,C009,Lake,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",430291133,Bleile,Jeff Andrew,PRESIDENT,,Male
Sep 14 2021,Mar 14 2022,Data Axle,Highland Park Dental Assoc,1888 Sheridan Rd,Highland Park,IL,60035-2531,C001,889,1888 Sheridan Rd,Highland Park,IL,60035-2531,889,C001,Lake,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",749177759,,,,,
Sep 14 2021,Mar 14 2022,Data Axle,Highland Park Dental Care,1964 Sheridan Rd # 8,Highland Park,IL,60035-2555,C014,81,1964 Sheridan Rd # 8,Highland Park,IL,60035-2555,81,C014,Lake,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",715221681,Knudson,Randal A,,DDS,Male
Sep 14 2021,Mar 14 2022,Data Axle,Highland Park Endodontics LTD,600 Central Ave # 250,Highland Park,IL,60035-5611,C016,508,600 Central Ave # 250,Highland Park,IL,60035-5611,508,C016,Lake,802101,Dentists,802101,Dentists,,,"Chicago-Npvl, IL",859106403,Woolman,Frank J,PRESIDENT,,Male
